entry_time,exit_time,direction,entry,exit,sl,tp,r,reason,bars
2024-12-19 15:30:00+00:00,2024-12-19 23:30:00+00:00,-1,1.0387899999999999,1.03625,1.0405182142857141,1.034469464285714,1.4060756354619053,vwap_bounce_short,32
2025-01-15 12:00:00+00:00,2025-01-15 12:45:00+00:00,1,1.03057,1.0296035714285714,1.0296035714285714,1.0329860714285715,-1.11382113821138,vwap_bounce_long,3
2025-02-10 15:45:00+00:00,2025-02-10 23:45:00+00:00,-1,1.03139,1.03005,1.0323585714285715,1.0289685714285712,1.2699115044248999,vwap_bounce_short,32
2025-04-16 12:15:00+00:00,2025-04-16 19:15:00+00:00,1,1.1356300000000001,1.141056785714286,1.1334592857142858,1.141056785714286,2.4493254359986345,vwap_bounce_long,28
2025-04-23 13:45:00+00:00,2025-04-23 14:00:00+00:00,-1,1.1332499999999999,1.1358857142857142,1.1358857142857142,1.1266607142857141,-1.0417344173441732,vwap_bounce_short,1
2025-05-28 14:45:00+00:00,2025-05-28 22:45:00+00:00,-1,1.1300999999999999,1.12912,1.1318732142857142,1.125666964285714,0.49063444108759624,vwap_bounce_short,32
2025-06-24 12:30:00+00:00,2025-06-24 13:00:00+00:00,1,1.1607100000000001,1.1594414285714287,1.1594414285714287,1.1638814285714287,-1.086711711711714,vwap_bounce_long,2
2025-10-07 15:45:00+00:00,2025-10-07 23:45:00+00:00,-1,1.16717,1.16526,1.1683303571428572,1.1642691071428573,1.5512465373962254,vwap_bounce_short,32
2025-10-10 14:15:00+00:00,2025-10-10 14:45:00+00:00,-1,1.15665,1.1578639285714285,1.1578639285714285,1.1536151785714286,-1.0906148867313936,vwap_bounce_short,2
2025-10-24 12:30:00+00:00,2025-10-24 12:45:00+00:00,1,1.16432,1.1631232142857142,1.1631232142857142,1.1673119642857144,-1.09191286183228,vwap_bounce_long,1
2026-01-09 13:45:00+00:00,2026-01-09 21:45:00+00:00,-1,1.16439,1.16298,1.1654571428571427,1.161722142857143,1.2182061579654857,vwap_bounce_short,32
2026-04-15 13:45:00+00:00,2026-04-15 21:45:00+00:00,1,1.17889,1.17968,1.1776953571428572,1.181876607142857,0.569207772795316,vwap_bounce_long,32
2026-04-29 15:00:00+00:00,2026-04-29 18:30:00+00:00,-1,1.16937,1.1665735714285714,1.1704885714285715,1.1665735714285714,2.401660280970436,vwap_bounce_short,14
2026-06-25 12:45:00+00:00,2026-06-25 13:15:00+00:00,-1,1.13523,1.1363721428571427,1.1363721428571427,1.1323746428571428,-1.096310193871178,vwap_bounce_short,2
