timestamp,open,high,low,close,volume
2020-01-02 07:30:00+00:00,143.801,143.858,143.703,143.831,2392.03
2020-01-02 07:45:00+00:00,143.829,143.892,143.781,143.806,1751.41
2020-01-02 08:00:00+00:00,143.807,143.87,143.747,143.754,3259.89
2020-01-02 08:15:00+00:00,143.757,143.895,143.728,143.752,2335.44
2020-01-02 08:30:00+00:00,143.755,143.844,143.752,143.796,1777.85
2020-01-02 08:45:00+00:00,143.798,143.941,143.798,143.829,3385.45
2020-01-02 09:00:00+00:00,143.828,143.889,143.784,143.833,2420.75
2020-01-02 09:15:00+00:00,143.832,143.914,143.823,143.85,1438.69
2020-01-02 09:30:00+00:00,143.848,143.886,143.808,143.865,1872.06
2020-01-02 09:45:00+00:00,143.87,143.873,143.767,143.822,1838.5
2020-01-02 10:00:00+00:00,143.823,143.835,143.763,143.8,1797.68
2020-01-02 10:15:00+00:00,143.799,143.815,143.719,143.73,2178.71
2020-01-02 10:30:00+00:00,143.732,143.818,143.718,143.786,1714.17
2020-01-02 10:45:00+00:00,143.787,143.812,143.724,143.748,1243.95
2020-01-02 11:00:00+00:00,143.746,143.75,143.631,143.668,1524.31
2020-01-02 11:15:00+00:00,143.669,143.672,143.501,143.548,1892.49
2020-01-02 11:30:00+00:00,143.547,143.605,143.478,143.541,2242.99
2020-01-02 11:45:00+00:00,143.541,143.6,143.504,143.575,1586.27
2020-01-02 12:00:00+00:00,143.575,143.693,143.518,143.687,1771.77
2020-01-02 12:15:00+00:00,143.685,143.748,143.656,143.718,2054.94
2020-01-02 12:30:00+00:00,143.719,143.732,143.606,143.625,1536.24
2020-01-02 12:45:00+00:00,143.624,143.632,143.488,143.567,1756.95
2020-01-02 13:00:00+00:00,143.564,143.564,143.49,143.521,1599.77
2020-01-02 13:15:00+00:00,143.521,143.525,143.279,143.31,3040.48
2020-01-02 13:30:00+00:00,143.307,143.318,143.165,143.22,3316.79
2020-01-02 13:45:00+00:00,143.22,143.301,143.173,143.22,2227.53
2020-01-02 14:00:00+00:00,143.22,143.268,143.057,143.085,2907.89
2020-01-02 14:15:00+00:00,143.085,143.125,142.993,143.005,1977.32
2020-01-02 14:30:00+00:00,142.999,143.007,142.874,142.902,7559.56
2020-01-02 14:45:00+00:00,142.903,142.929,142.732,142.878,5612.7
2020-01-02 15:00:00+00:00,142.878,142.992,142.835,142.929,3902.89
2020-01-02 15:15:00+00:00,142.929,142.931,142.669,142.773,14152.49
2020-01-02 15:30:00+00:00,142.773,142.901,142.671,142.736,7618.63
2020-01-02 15:45:00+00:00,142.736,142.815,142.692,142.8,5055.67
2020-01-02 16:00:00+00:00,142.8,142.814,142.7,142.75,8129.23
2020-01-02 16:15:00+00:00,142.751,142.754,142.478,142.549,3261.34
2020-01-02 16:30:00+00:00,142.55,142.55,142.377,142.398,2720.41
2020-01-02 16:45:00+00:00,142.397,142.44,142.263,142.343,3008.51
2020-01-02 17:00:00+00:00,142.342,142.397,142.312,142.375,2389.2
2020-01-02 17:15:00+00:00,142.372,142.51,142.337,142.477,2748.8
2020-01-02 17:30:00+00:00,142.482,142.542,142.422,142.442,2085.39
2020-01-02 17:45:00+00:00,142.443,142.546,142.437,142.544,2447.5
2020-01-02 18:00:00+00:00,142.544,142.544,142.431,142.434,2092.92
2020-01-02 18:15:00+00:00,142.435,142.576,142.418,142.566,1908.43
2020-01-02 18:30:00+00:00,142.566,142.645,142.558,142.617,1887.97
2020-01-02 18:45:00+00:00,142.617,142.645,142.561,142.592,2085.7
2020-01-02 19:00:00+00:00,142.591,142.6,142.524,142.56,1871.08
2020-01-02 19:15:00+00:00,142.565,142.592,142.505,142.565,2195.79
2020-01-02 19:30:00+00:00,142.563,142.571,142.511,142.571,1471.39
2020-01-02 19:45:00+00:00,142.57,142.625,142.509,142.514,1548.18
2020-01-02 20:00:00+00:00,142.512,142.592,142.512,142.576,1594.26
2020-01-02 20:15:00+00:00,142.578,142.631,142.571,142.627,1868.64
2020-01-02 20:30:00+00:00,142.627,142.638,142.576,142.587,1653.67
2020-01-02 20:45:00+00:00,142.59,142.656,142.555,142.627,1649.87
2020-01-02 21:00:00+00:00,142.629,142.653,142.583,142.635,635.83
2020-01-02 21:15:00+00:00,142.634,142.642,142.61,142.621,261.65
2020-01-02 21:30:00+00:00,142.621,142.633,142.608,142.621,657.62
2020-01-02 21:45:00+00:00,142.623,142.631,142.574,142.586,791.64
2020-01-02 22:00:00+00:00,142.581,142.647,142.581,142.607,226.5
2020-01-02 22:15:00+00:00,142.607,142.607,142.47,142.58,326.31
2020-01-02 22:30:00+00:00,142.58,142.636,142.564,142.584,896.85
2020-01-02 22:45:00+00:00,142.586,142.693,142.539,142.546,680.49
2020-01-02 23:00:00+00:00,142.55,142.717,142.533,142.692,666.44
2020-01-02 23:15:00+00:00,142.69,142.732,142.685,142.729,675.23
2020-01-02 23:30:00+00:00,142.727,142.778,142.722,142.726,1185.95
2020-01-02 23:45:00+00:00,142.727,142.727,142.684,142.699,887.01
2020-01-03 00:00:00+00:00,142.697,142.697,142.614,142.669,1843.23
2020-01-03 00:15:00+00:00,142.67,142.729,142.667,142.683,964.32
2020-01-03 00:30:00+00:00,142.683,142.725,142.674,142.723,1172.12
2020-01-03 00:45:00+00:00,142.723,142.749,142.588,142.607,1571.98
2020-01-03 01:00:00+00:00,142.607,142.659,142.607,142.622,1091.75
2020-01-03 01:15:00+00:00,142.625,142.667,142.509,142.552,1202.72
2020-01-03 01:30:00+00:00,142.554,142.571,142.357,142.36,1731.35
2020-01-03 01:45:00+00:00,142.359,142.442,142.091,142.148,3106.51
2020-01-03 02:00:00+00:00,142.151,142.229,142.087,142.101,2118.84
2020-01-03 02:15:00+00:00,142.106,142.12,141.983,142.001,2696.16
2020-01-03 02:30:00+00:00,141.998,142.093,141.991,142.009,2584.66
2020-01-03 02:45:00+00:00,142.007,142.02,141.765,141.855,3240.47
2020-01-03 03:00:00+00:00,141.853,141.946,141.848,141.914,2163.12
2020-01-03 03:15:00+00:00,141.914,141.921,141.807,141.833,2136.54
2020-01-03 03:30:00+00:00,141.834,141.926,141.828,141.923,1814.14
2020-01-03 03:45:00+00:00,141.922,142.112,141.921,142.108,2181.95
2020-01-03 04:00:00+00:00,142.106,142.166,142.056,142.067,1937.18
2020-01-03 04:15:00+00:00,142.067,142.109,142.032,142.092,1487.79
2020-01-03 04:30:00+00:00,142.093,142.11,142.075,142.092,1014.83
2020-01-03 04:45:00+00:00,142.091,142.094,141.907,141.928,1727.73
2020-01-03 05:00:00+00:00,141.931,141.989,141.786,141.799,2538.15
2020-01-03 05:15:00+00:00,141.802,141.842,141.777,141.81,1648.83
2020-01-03 05:30:00+00:00,141.81,141.943,141.804,141.895,1900.1
2020-01-03 05:45:00+00:00,141.893,141.923,141.839,141.867,1660.53
2020-01-03 06:00:00+00:00,141.866,141.879,141.645,141.745,1964.04
2020-01-03 06:15:00+00:00,141.75,141.816,141.701,141.736,1360.17
2020-01-03 06:30:00+00:00,141.739,141.873,141.739,141.824,1099.96
2020-01-03 06:45:00+00:00,141.824,141.92,141.822,141.914,949.04
2020-01-03 07:00:00+00:00,141.916,141.916,141.693,141.696,3058.66
2020-01-03 07:15:00+00:00,141.698,141.713,141.559,141.613,2782.9
2020-01-03 07:30:00+00:00,141.613,141.655,141.478,141.497,3148.69
2020-01-03 07:45:00+00:00,141.497,141.497,141.19,141.31,4628.01
2020-01-03 08:00:00+00:00,141.311,141.46,141.244,141.454,3841.33
2020-01-03 08:15:00+00:00,141.453,141.714,141.439,141.704,3247.67
2020-01-03 08:30:00+00:00,141.704,141.712,141.494,141.51,3740.93
2020-01-03 08:45:00+00:00,141.51,141.515,141.412,141.441,2664.63
2020-01-03 09:00:00+00:00,141.441,141.442,141.25,141.288,4276.73
2020-01-03 09:15:00+00:00,141.29,141.494,141.279,141.34,3397.05
2020-01-03 09:30:00+00:00,141.341,141.411,141.257,141.296,3336.27
2020-01-03 09:45:00+00:00,141.304,141.325,141.198,141.217,3460.63
2020-01-03 10:00:00+00:00,141.218,141.437,141.218,141.381,3532.12
2020-01-03 10:15:00+00:00,141.381,141.474,141.357,141.433,3107.16
2020-01-03 10:30:00+00:00,141.433,141.443,141.244,141.298,2972.15
2020-01-03 10:45:00+00:00,141.299,141.328,141.232,141.309,2715.84
2020-01-03 11:00:00+00:00,141.311,141.323,141.223,141.281,2313.21
2020-01-03 11:15:00+00:00,141.281,141.332,141.227,141.272,2149.29
2020-01-03 11:30:00+00:00,141.272,141.272,140.996,141.031,3158.25
2020-01-03 11:45:00+00:00,141.03,141.113,141.017,141.069,2480.9
2020-01-03 12:00:00+00:00,141.07,141.174,141.024,141.14,2447.54
2020-01-03 12:15:00+00:00,141.14,141.271,141.14,141.191,2628.31
2020-01-03 12:30:00+00:00,141.189,141.404,141.181,141.332,2642.4
2020-01-03 12:45:00+00:00,141.332,141.396,141.256,141.371,2335.66
2020-01-03 13:00:00+00:00,141.371,141.658,141.371,141.638,3163.43
2020-01-03 13:15:00+00:00,141.638,141.756,141.568,141.57,3080.75
2020-01-03 13:30:00+00:00,141.571,141.574,141.472,141.53,2115.52
2020-01-03 13:45:00+00:00,141.53,141.547,141.374,141.382,2561.08
2020-01-03 14:00:00+00:00,141.382,141.569,141.34,141.47,2591.38
2020-01-03 14:15:00+00:00,141.47,141.616,141.358,141.386,2493.86
2020-01-03 14:30:00+00:00,141.386,141.582,141.385,141.496,3916.75
2020-01-03 14:45:00+00:00,141.496,141.552,141.412,141.433,2882.27
2020-01-03 15:00:00+00:00,141.452,141.474,141.236,141.447,5032.7
2020-01-03 15:15:00+00:00,141.446,141.549,141.36,141.439,4023.74
2020-01-03 15:30:00+00:00,141.44,141.475,141.371,141.427,3492.43
2020-01-03 15:45:00+00:00,141.426,141.478,141.192,141.219,3453.81
2020-01-03 16:00:00+00:00,141.216,141.284,141.158,141.257,2912.98
2020-01-03 16:15:00+00:00,141.257,141.382,141.208,141.358,2075.67
2020-01-03 16:30:00+00:00,141.358,141.399,141.288,141.384,2635.79
2020-01-03 16:45:00+00:00,141.385,141.392,141.285,141.293,2311.26
2020-01-03 17:00:00+00:00,141.293,141.347,141.259,141.294,2289.39
2020-01-03 17:15:00+00:00,141.294,141.322,141.203,141.254,1800.5
2020-01-03 17:30:00+00:00,141.254,141.27,141.202,141.268,1818.11
2020-01-03 17:45:00+00:00,141.268,141.334,141.235,141.305,1738.86
2020-01-03 18:00:00+00:00,141.305,141.336,141.26,141.267,1908.65
2020-01-03 18:15:00+00:00,141.267,141.268,141.149,141.156,2471.7
2020-01-03 18:30:00+00:00,141.155,141.286,141.013,141.206,3948.16
2020-01-03 18:45:00+00:00,141.206,141.376,141.185,141.376,2237.44
2020-01-03 19:00:00+00:00,141.379,141.379,141.261,141.334,3564.63
2020-01-03 19:15:00+00:00,141.333,141.391,141.307,141.325,2946.92
2020-01-03 19:30:00+00:00,141.325,141.349,141.299,141.334,2322.48
2020-01-03 19:45:00+00:00,141.334,141.337,141.249,141.262,1779.47
2020-01-03 20:00:00+00:00,141.267,141.304,141.246,141.284,1170.07
2020-01-03 20:15:00+00:00,141.284,141.324,141.269,141.28,1191.56
2020-01-03 20:30:00+00:00,141.28,141.32,141.275,141.3,1051.17
2020-01-03 20:45:00+00:00,141.297,141.339,141.26,141.31,1097.56
2020-01-03 21:00:00+00:00,141.31,141.343,141.299,141.339,1040.31
2020-01-03 21:15:00+00:00,141.339,141.356,141.321,141.341,645.36
2020-01-03 21:30:00+00:00,141.336,141.352,141.323,141.341,610.47
2020-01-03 21:45:00+00:00,141.344,141.382,141.318,141.337,911.85
2020-01-05 22:00:00+00:00,141.158,141.213,141.031,141.034,230.16
2020-01-05 22:15:00+00:00,141.028,141.05,140.949,140.951,819.6
2020-01-05 22:30:00+00:00,140.95,140.978,140.894,140.9,1080.1
2020-01-05 22:45:00+00:00,140.9,140.998,140.867,140.867,354.63
2020-01-05 23:00:00+00:00,140.853,140.979,140.82,140.979,1905.38
2020-01-05 23:15:00+00:00,140.983,141.049,140.922,140.993,2190.76
2020-01-05 23:30:00+00:00,140.996,141.214,140.992,141.145,2656.32
2020-01-05 23:45:00+00:00,141.146,141.231,141.124,141.187,2976.94
2020-01-06 00:00:00+00:00,141.191,141.342,141.191,141.296,3562.35
2020-01-06 00:15:00+00:00,141.294,141.35,141.265,141.347,2582.45
2020-01-06 00:30:00+00:00,141.347,141.466,141.319,141.442,2256.94
2020-01-06 00:45:00+00:00,141.443,141.488,141.305,141.344,3510.31
2020-01-06 01:00:00+00:00,141.343,141.355,141.232,141.268,2903.17
2020-01-06 01:15:00+00:00,141.269,141.337,141.256,141.322,1559.01
2020-01-06 01:30:00+00:00,141.322,141.332,141.276,141.332,1562.85
2020-01-06 01:45:00+00:00,141.332,141.332,141.126,141.181,2071.04
2020-01-06 02:00:00+00:00,141.182,141.312,141.172,141.3,1483.63
2020-01-06 02:15:00+00:00,141.3,141.378,141.261,141.376,1251.91
2020-01-06 02:30:00+00:00,141.371,141.397,141.338,141.354,1453.32
2020-01-06 02:45:00+00:00,141.355,141.408,141.352,141.377,981.61
2020-01-06 03:00:00+00:00,141.378,141.398,141.367,141.377,931.61
2020-01-06 03:15:00+00:00,141.378,141.406,141.351,141.369,917.87
2020-01-06 03:30:00+00:00,141.366,141.376,141.304,141.315,1328.02
2020-01-06 03:45:00+00:00,141.315,141.41,141.315,141.352,1466.71
2020-01-06 04:00:00+00:00,141.352,141.367,141.324,141.367,933.0
2020-01-06 04:15:00+00:00,141.366,141.449,141.343,141.442,2114.8
2020-01-06 04:30:00+00:00,141.442,141.442,141.388,141.398,1565.06
2020-01-06 04:45:00+00:00,141.395,141.4,141.336,141.383,1056.93
2020-01-06 05:00:00+00:00,141.386,141.414,141.342,141.351,1053.15
2020-01-06 05:15:00+00:00,141.351,141.388,141.328,141.367,824.99
2020-01-06 05:30:00+00:00,141.371,141.385,141.343,141.344,1177.33
2020-01-06 05:45:00+00:00,141.344,141.366,141.33,141.345,887.34
2020-01-06 06:00:00+00:00,141.346,141.349,141.14,141.171,1843.76
2020-01-06 06:15:00+00:00,141.172,141.233,141.114,141.229,2061.4
2020-01-06 06:30:00+00:00,141.228,141.243,141.194,141.233,1759.22
2020-01-06 06:45:00+00:00,141.233,141.383,141.233,141.356,2472.37
2020-01-06 07:00:00+00:00,141.359,141.422,141.308,141.339,2542.88
2020-01-06 07:15:00+00:00,141.338,141.578,141.306,141.516,2784.94
2020-01-06 07:30:00+00:00,141.516,141.583,141.436,141.495,3455.7
2020-01-06 07:45:00+00:00,141.495,141.521,141.301,141.317,2644.72
2020-01-06 08:00:00+00:00,141.317,141.465,141.199,141.213,4749.82
2020-01-06 08:15:00+00:00,141.213,141.333,141.188,141.222,3565.11
2020-01-06 08:30:00+00:00,141.223,141.314,141.165,141.241,2718.62
2020-01-06 08:45:00+00:00,141.236,141.523,141.215,141.507,4065.0
2020-01-06 09:00:00+00:00,141.506,141.664,141.486,141.664,4047.89
2020-01-06 09:15:00+00:00,141.662,141.736,141.592,141.665,3317.71
2020-01-06 09:30:00+00:00,141.668,141.932,141.551,141.901,5374.97
2020-01-06 09:45:00+00:00,141.902,141.961,141.833,141.924,3536.33
2020-01-06 10:00:00+00:00,141.925,142.1,141.917,142.095,3382.97
2020-01-06 10:15:00+00:00,142.095,142.212,142.03,142.107,4145.89
2020-01-06 10:30:00+00:00,142.108,142.292,142.032,142.192,3353.06
2020-01-06 10:45:00+00:00,142.192,142.222,142.033,142.04,2183.91
2020-01-06 11:00:00+00:00,142.046,142.292,142.034,142.133,2488.16
2020-01-06 11:15:00+00:00,142.129,142.233,142.107,142.229,2463.46
2020-01-06 11:30:00+00:00,142.229,142.384,142.153,142.17,2521.49
2020-01-06 11:45:00+00:00,142.167,142.207,142.09,142.168,1794.26
2020-01-06 12:00:00+00:00,142.168,142.198,142.038,142.164,2351.94
2020-01-06 12:15:00+00:00,142.163,142.207,142.086,142.115,2004.0
2020-01-06 12:30:00+00:00,142.115,142.2,142.046,142.2,2103.6
2020-01-06 12:45:00+00:00,142.199,142.26,142.096,142.102,1890.09
2020-01-06 13:00:00+00:00,142.103,142.175,141.996,141.998,2344.59
2020-01-06 13:15:00+00:00,141.998,142.088,141.986,142.048,2095.55
2020-01-06 13:30:00+00:00,142.048,142.128,141.988,142.078,1898.67
2020-01-06 13:45:00+00:00,142.078,142.084,142.002,142.074,1437.4
2020-01-06 14:00:00+00:00,142.073,142.119,141.975,142.079,1843.3
2020-01-06 14:15:00+00:00,142.08,142.133,142.054,142.115,1846.99
2020-01-06 14:30:00+00:00,142.115,142.281,142.098,142.143,4290.24
2020-01-06 14:45:00+00:00,142.144,142.178,142.016,142.053,2750.76
2020-01-06 15:00:00+00:00,142.053,142.146,142.019,142.126,2590.36
2020-01-06 15:15:00+00:00,142.129,142.362,142.115,142.33,2850.22
2020-01-06 15:30:00+00:00,142.331,142.44,142.241,142.413,3893.59
2020-01-06 15:45:00+00:00,142.414,142.575,142.413,142.531,3508.43
2020-01-06 16:00:00+00:00,142.532,142.575,142.423,142.515,2682.89
2020-01-06 16:15:00+00:00,142.519,142.715,142.509,142.653,2092.97
2020-01-06 16:30:00+00:00,142.653,142.741,142.646,142.695,2322.15
2020-01-06 16:45:00+00:00,142.7,142.704,142.621,142.635,1739.41
2020-01-06 17:00:00+00:00,142.635,142.727,142.585,142.7,1632.87
2020-01-06 17:15:00+00:00,142.703,142.753,142.683,142.696,1445.3
2020-01-06 17:30:00+00:00,142.701,142.707,142.628,142.65,1142.72
2020-01-06 17:45:00+00:00,142.651,142.656,142.564,142.572,1475.1
2020-01-06 18:00:00+00:00,142.57,142.658,142.57,142.623,1572.76
2020-01-06 18:15:00+00:00,142.624,142.666,142.602,142.647,1224.19
2020-01-06 18:30:00+00:00,142.645,142.67,142.625,142.662,1099.93
2020-01-06 18:45:00+00:00,142.663,142.669,142.583,142.583,1182.78
2020-01-06 19:00:00+00:00,142.585,142.642,142.554,142.636,1232.38
2020-01-06 19:15:00+00:00,142.636,142.726,142.633,142.726,1009.48
2020-01-06 19:30:00+00:00,142.723,142.761,142.691,142.76,926.94
2020-01-06 19:45:00+00:00,142.761,142.776,142.726,142.753,1322.88
2020-01-06 20:00:00+00:00,142.752,142.752,142.705,142.749,845.11
2020-01-06 20:15:00+00:00,142.747,142.755,142.718,142.721,937.02
2020-01-06 20:30:00+00:00,142.721,142.721,142.674,142.711,840.13
2020-01-06 20:45:00+00:00,142.711,142.785,142.693,142.771,1472.79
2020-01-06 21:00:00+00:00,142.771,142.781,142.724,142.728,455.89
2020-01-06 21:15:00+00:00,142.728,142.739,142.711,142.727,566.3
2020-01-06 21:30:00+00:00,142.727,142.733,142.701,142.71,622.36
2020-01-06 21:45:00+00:00,142.709,142.721,142.67,142.67,614.16
2020-01-06 22:00:00+00:00,142.674,142.689,142.608,142.662,118.98
2020-01-06 22:15:00+00:00,142.667,142.766,142.657,142.752,564.34
2020-01-06 22:30:00+00:00,142.749,142.785,142.709,142.768,2455.28
2020-01-06 22:45:00+00:00,142.765,142.78,142.736,142.777,2521.76
2020-01-06 23:00:00+00:00,142.776,142.817,142.746,142.806,720.02
2020-01-06 23:15:00+00:00,142.808,142.831,142.749,142.749,518.14
2020-01-06 23:30:00+00:00,142.749,142.759,142.717,142.732,1845.54
2020-01-06 23:45:00+00:00,142.732,142.794,142.719,142.789,2521.76
2020-01-07 00:00:00+00:00,142.788,142.833,142.746,142.757,2333.35
2020-01-07 00:15:00+00:00,142.755,142.826,142.748,142.797,1413.77
2020-01-07 00:30:00+00:00,142.797,142.882,142.771,142.878,1416.26
2020-01-07 00:45:00+00:00,142.878,142.899,142.824,142.825,2289.02
2020-01-07 01:00:00+00:00,142.825,142.828,142.757,142.787,1446.9
2020-01-07 01:15:00+00:00,142.785,142.851,142.782,142.784,1279.53
2020-01-07 01:30:00+00:00,142.785,142.862,142.771,142.851,1436.88
2020-01-07 01:45:00+00:00,142.851,142.875,142.817,142.821,1854.42
2020-01-07 02:00:00+00:00,142.819,142.857,142.788,142.841,1591.93
2020-01-07 02:15:00+00:00,142.844,142.871,142.832,142.845,1280.09
2020-01-07 02:30:00+00:00,142.846,142.868,142.822,142.833,1148.79
2020-01-07 02:45:00+00:00,142.836,142.856,142.83,142.848,1143.24
2020-01-07 03:00:00+00:00,142.847,142.905,142.842,142.882,1014.9
2020-01-07 03:15:00+00:00,142.883,142.883,142.833,142.863,1225.77
2020-01-07 03:30:00+00:00,142.863,142.906,142.851,142.894,893.5
2020-01-07 03:45:00+00:00,142.893,142.911,142.868,142.892,999.48
2020-01-07 04:00:00+00:00,142.892,142.931,142.882,142.927,1588.33
2020-01-07 04:15:00+00:00,142.926,142.941,142.913,142.923,1296.44
2020-01-07 04:30:00+00:00,142.924,142.925,142.871,142.9,882.15
2020-01-07 04:45:00+00:00,142.9,142.904,142.876,142.895,1122.08
2020-01-07 05:00:00+00:00,142.895,142.911,142.879,142.911,731.13
2020-01-07 05:15:00+00:00,142.911,142.912,142.876,142.877,598.74
2020-01-07 05:30:00+00:00,142.877,142.886,142.855,142.858,796.02
2020-01-07 05:45:00+00:00,142.854,142.854,142.626,142.633,1863.33
2020-01-07 06:00:00+00:00,142.634,142.71,142.444,142.695,3356.29
2020-01-07 06:15:00+00:00,142.693,142.696,142.496,142.599,2300.81
2020-01-07 06:30:00+00:00,142.597,142.717,142.584,142.631,1732.26
2020-01-07 06:45:00+00:00,142.629,142.706,142.628,142.656,1691.41
2020-01-07 07:00:00+00:00,142.659,142.683,142.561,142.663,3337.8
2020-01-07 07:15:00+00:00,142.662,142.664,142.462,142.5,1892.04
2020-01-07 07:30:00+00:00,142.501,142.501,142.298,142.437,3505.4
2020-01-07 07:45:00+00:00,142.436,142.441,142.31,142.366,2711.99
2020-01-07 08:00:00+00:00,142.369,142.627,142.358,142.542,4377.72
2020-01-07 08:15:00+00:00,142.542,143.033,142.541,142.994,3898.0
2020-01-07 08:30:00+00:00,142.989,143.291,142.98,143.122,4773.46
2020-01-07 08:45:00+00:00,143.125,143.199,142.998,143.026,3913.59
2020-01-07 09:00:00+00:00,143.024,143.127,142.884,142.949,3464.83
2020-01-07 09:15:00+00:00,142.947,143.132,142.915,143.068,2878.16
2020-01-07 09:30:00+00:00,143.059,143.109,142.925,143.018,2517.45
2020-01-07 09:45:00+00:00,143.012,143.012,142.786,142.88,2814.41
2020-01-07 10:00:00+00:00,142.877,142.885,142.673,142.74,3084.84
2020-01-07 10:15:00+00:00,142.739,142.815,142.607,142.62,3636.29
2020-01-07 10:30:00+00:00,142.62,142.645,142.473,142.482,3698.62
2020-01-07 10:45:00+00:00,142.482,142.674,142.472,142.674,2803.86
2020-01-07 11:00:00+00:00,142.674,142.723,142.584,142.634,2476.47
2020-01-07 11:15:00+00:00,142.635,142.719,142.587,142.643,2101.23
2020-01-07 11:30:00+00:00,142.645,142.657,142.493,142.578,2075.0
2020-01-07 11:45:00+00:00,142.578,142.622,142.505,142.506,2019.23
2020-01-07 12:00:00+00:00,142.507,142.538,142.227,142.404,3198.82
2020-01-07 12:15:00+00:00,142.404,142.404,142.116,142.217,2931.84
2020-01-07 12:30:00+00:00,142.216,142.277,142.189,142.265,2841.98
2020-01-07 12:45:00+00:00,142.267,142.325,142.225,142.256,2930.8
2020-01-07 13:00:00+00:00,142.253,142.297,142.063,142.221,3772.49
2020-01-07 13:15:00+00:00,142.221,142.294,142.171,142.235,2804.37
2020-01-07 13:30:00+00:00,142.236,142.29,142.186,142.251,3185.52
2020-01-07 13:45:00+00:00,142.249,142.31,142.202,142.247,2850.22
2020-01-07 14:00:00+00:00,142.245,142.3,142.214,142.3,2184.82
2020-01-07 14:15:00+00:00,142.297,142.453,142.273,142.36,2791.94
2020-01-07 14:30:00+00:00,142.363,142.384,142.177,142.177,3754.15
2020-01-07 14:45:00+00:00,142.177,142.177,142.017,142.086,3682.94
2020-01-07 15:00:00+00:00,142.099,142.253,142.041,142.219,4498.43
2020-01-07 15:15:00+00:00,142.221,142.269,142.131,142.269,3163.51
2020-01-07 15:30:00+00:00,142.269,142.468,142.262,142.361,4109.39
2020-01-07 15:45:00+00:00,142.361,142.546,142.307,142.503,3602.74
2020-01-07 16:00:00+00:00,142.505,142.511,142.286,142.346,2778.87
2020-01-07 16:15:00+00:00,142.347,142.454,142.303,142.431,1761.82
2020-01-07 16:30:00+00:00,142.434,142.495,142.395,142.478,2364.66
2020-01-07 16:45:00+00:00,142.478,142.544,142.452,142.457,2440.5
2020-01-07 17:00:00+00:00,142.457,142.474,142.414,142.45,1880.46
2020-01-07 17:15:00+00:00,142.45,142.629,142.44,142.513,1604.01
2020-01-07 17:30:00+00:00,142.513,142.525,142.433,142.507,2281.03
2020-01-07 17:45:00+00:00,142.509,142.54,142.482,142.489,1676.06
2020-01-07 18:00:00+00:00,142.49,142.567,142.487,142.544,1790.93
